store_id,name,phone,address1,address2,address3,city,district,state,state_code,postcode,country,country_code,latitude,longitude,facilities,alcohol_available,opening_hours
G579,33 Village Circuit,+61246460200,33 Village Circuit,,,Gregory Hills,Gregory Hills,New South Wales,NSW,2557,Australia,AU,-34.02672600000000,150.77878900000000,,"Beer, Wine",
G654,3 Kakadu Street,+61246510100,3 Kakadu Street,,,Cobbitty,Cobbitty,New South Wales,NSW,2570,Australia,AU,-33.99476900000000,150.72426400000000,,"Beer, Wine",
G659,85 Dunning Avenue,+61283373000,85 Dunning Avenue,,,Rosebery,Rosebery,New South Wales,NSW,2018,Australia,AU,-33.91676000000000,151.20252000000000,,"Beer, Wine",
G656,4 Gornall Street,,4 Gornall Street,,,Wright,Wright,Australian Capital Territory,ACT,2611,Australia,AU,-35.32145523965000,149.03715174085000,,"Beer, Wine",
G517,271 Queen Street,+61246268645,271 Queen Street,,,Campbelltown,Campbelltown,New South Wales,NSW,2560,Australia,AU,-34.06873000000000,150.81040000000000,,,
G518,1 Bay Street,+61292818207,1 Bay Street,,,Broadway,Broadway,New South Wales,NSW,2007,Australia,AU,-33.88336000000000,151.19400000000000,,"Beer, Wine",
G519,90 Cartwright Avenue,+61287835566,90 Cartwright Avenue,,,Miller,Miller,New South Wales,NSW,2168,Australia,AU,-33.91874800000000,150.88381800000000,,,
G520,92 Parramatta Road,+61296482911,92 Parramatta Road,,,Lidcombe,Lidcombe,New South Wales,NSW,2141,Australia,AU,-33.84960400000000,151.04956600000000,,"Beer, Wine",
G521,152 Bunnerong Road,+61293496961,152 Bunnerong Road,,,Eastgardens,Eastgardens,New South Wales,NSW,2036,Australia,AU,-33.94463080000000,151.22449560000000,,"Beer, Wine",
G666,455 - 461 Captain Cook Dr,,455 - 461 Captain Cook Dr,,,Woolooware,Woolooware,New South Wales,NSW,2230,Australia,AU,-34.03805244773000,151.13884377731000,,"Beer, Wine",
G289,313 - 325 Victoria Street,+61394296586,313 - 325 Victoria Street,,,Abbotsford,Abbotsford,Victoria,VIC,3067,Australia,AU,-37.80990000000000,144.99546000000000,,"Beer, Wine",
G371,754 - 768 Princes Highway,+61395469686,754 - 768 Princes Highway,,,Springvale,Springvale,Victoria,VIC,3171,Australia,AU,-37.94156500000000,145.16784600000000,,"Beer, Wine",
G372,175 Maroondah Highway,+61359626283,175 Maroondah Highway,,,Healesville,Healesville,Victoria,VIC,3777,Australia,AU,-37.65417000000000,145.51385300000000,,"Beer, Wine",
G373,638 Warburton Highway,+61359642265,638 Warburton Highway,,,Seville,Seville,Victoria,VIC,3139,Australia,AU,-37.77837218490000,145.45897691173000,,"Beer, Wine",
G374,15 - 25 Station Street,+61398824842,15 - 25 Station Street,,,Camberwell,Camberwell,Victoria,VIC,3124,Australia,AU,-37.83013400000000,145.05884300000000,,"Beer, Wine",
G375,235 Springvale Road,+61398023081,235 Springvale Road,,,Glen Waverley,Glen Waverley,Victoria,VIC,3150,Australia,AU,-37.87491817543000,145.16495326401000,,"Beer, Wine",
G376,45 Main Road,+61394344424,45 Main Road,,,Lower Plenty,Lower Plenty,Victoria,VIC,3093,Australia,AU,-37.72803400000000,145.11123900000000,,"Beer, Wine",
G377,3 - 11 Mitchell Street,+61398483276,3 - 11 Mitchell Street,,,Doncaster East,Doncaster East,Victoria,VIC,3109,Australia,AU,-37.78820000000000,145.14784300000000,,"Beer, Wine",
G378,15 / 5 Kent Avenue,+61397235366,15 / 5 Kent Avenue,,,Croydon,Croydon,Victoria,VIC,3136,Australia,AU,-37.79335700000000,145.27912300000000,,"Beer, Wine",
G380,"Cnr Berwick-Cranbourne Road, H",+61387869931,"Cnr Berwick-Cranbourne Road, H",,,Clyde North,Clyde North,Victoria,VIC,3978,Australia,AU,-38.09355900000000,145.33342000000000,,"Beer, Wine",
G381,330 Cranbourne Road,+61387900234,330 Cranbourne Road,,,Frankston,Frankston,Victoria,VIC,3199,Australia,AU,-38.15252104833000,145.16694711680000,,"Beer, Wine",
G396,4 Dunkley Parade,+61249480011,4 Dunkley Parade,,,Mount Hutton,Mount Hutton,New South Wales,NSW,2290,Australia,AU,-32.97713000000000,151.66861000000000,,"Beer, Wine",
G447,189 - 197 Brighton Ave,+61249597841,189 - 197 Brighton Ave,,,Toronto,Toronto,New South Wales,NSW,2283,Australia,AU,-33.01384000000000,151.59467700000000,,"Beer, Wine",
G583,271 Police Road,+61385612400,271 Police Road,,,Mulgrave,Mulgrave,Victoria,VIC,3170,Australia,AU,-37.93650000000000,145.19123000000000,,"Beer, Wine",
G616,2 Frank Drive,+61357459896,2 Frank Drive,,,Yarrawonga,Yarrawonga,Victoria,VIC,3730,Australia,AU,-36.01171000000000,146.02412000000000,,"Beer, Wine",
G350,2 - 50 Murray Road,+61394703266,2 - 50 Murray Road,,,Preston,Preston,Victoria,VIC,3072,Australia,AU,-37.73851500000000,145.02935800000000,,"Beer, Wine",
G351,1 - 3 Portobello Road,+61359415800,1 - 3 Portobello Road,,,Pakenham,Pakenham,Victoria,VIC,3810,Australia,AU,-38.06422900000000,145.45472500000000,,"Beer, Wine",
G355,"Cnr McCrae Street, Walker Stre",+61397922185,"Cnr McCrae Street, Walker Stre",,,Dandenong,Dandenong,Victoria,VIC,3175,Australia,AU,-37.98620800000000,145.21771200000000,,"Beer, Wine",
G359,68 - 80 Thompson Avenue,+61359521222,68 - 80 Thompson Avenue,,,Cowes,Cowes,Victoria,VIC,3922,Australia,AU,-38.45024600000000,145.23891100000000,,"Beer, Wine",
G360,1 S Linsell Boulevard,+61359984084,1 S Linsell Boulevard,,,Cranbourne East,Cranbourne East,Victoria,VIC,3977,Australia,AU,-38.10003124302000,145.29340197376000,,"Beer, Wine",
G361,6 - 20 Luck Street,+61394399389,6 - 20 Luck Street,,,Eltham,Eltham,Victoria,VIC,3095,Australia,AU,-37.71296000000000,145.15040000000000,,"Beer, Wine",
G362,6 - 12 Marine Parade,+61351554686,6 - 12 Marine Parade,,,Lakes Entrance,Lakes Entrance,Victoria,VIC,3909,Australia,AU,-37.88153300000000,147.97404600000000,,"Beer, Wine",
G364,800 Stud Road,+61397641221,800 Stud Road,,,Scoresby,Scoresby,Victoria,VIC,3179,Australia,AU,-37.90087700000000,145.23254800000000,,"Beer, Wine",
G365,1100 Wellington Road,+61397643989,1100 Wellington Road,,,Rowville,Rowville,Victoria,VIC,3178,Australia,AU,-37.92836000000000,145.25239000000000,,"Beer, Wine",
G366,28 Beach Street,+61397701088,28 Beach Street,,,Frankston,Frankston,Victoria,VIC,3199,Australia,AU,-38.13978100000000,145.12620900000000,,"Beer, Wine",
G367,"Cnr Doncaster Road, Tannock St",+61398576613,"Cnr Doncaster Road, Tannock St",,,Balwyn North,Balwyn North,Victoria,VIC,3104,Australia,AU,-37.79132800000000,145.09461000000000,,"Beer, Wine",
G368,120 Nepean Highway,+61359872904,120 Nepean Highway,,,Dromana,Dromana,Victoria,VIC,3936,Australia,AU,-38.33031365177000,144.98725675051000,,"Beer, Wine",
G369,400 Narre Warren-Cranbourne Ro,+61387865811,400 Narre Warren-Cranbourne Ro,,,Narre Warren South,Narre Warren South,Victoria,VIC,3805,Australia,AU,-38.06772482876000,145.30050648024000,,"Beer, Wine",
G356,850 Plenty Road,+61394710600,850 Plenty Road,,,Reservoir,Reservoir,Victoria,VIC,3073,Australia,AU,-37.72459500000000,145.02894500000000,,"Beer, Wine",
G353,396 - 420 Raymond Street,+61351433044,396 - 420 Raymond Street,,,Sale,Sale,Victoria,VIC,3850,Australia,AU,-38.10405000000000,147.06573000000000,,"Beer, Wine",
G314,"Cnr Burwood Highway, Blackburn",+61398025798,"Cnr Burwood Highway, Blackburn",,,Burwood East,Burwood East,Victoria,VIC,3151,Australia,AU,-37.85331400000000,145.15098800000000,,"Beer, Wine",
G315,2 - 18 Koornang Road,+61395710447,2 - 18 Koornang Road,,,Carnegie,Carnegie,Victoria,VIC,3064,Australia,AU,-37.88434800000000,145.05863400000000,,"Beer, Wine",
G322,285 - 305 Centre Road,+61395574922,285 - 305 Centre Road,,,Bentleigh,Bentleigh,Victoria,VIC,3204,Australia,AU,-37.91794000000000,145.03431000000000,,"Beer, Wine",
G340,135 Inkerman Street,+61395939104,135 Inkerman Street,,,St Kilda,St Kilda,Victoria,VIC,3182,Australia,AU,-37.86498389299000,144.98768805128000,,"Beer, Wine",
G670,695 Warrigal Road,+61385740800,695 Warrigal Road,,,Chadstone,Chadstone,Victoria,VIC,3148,Australia,AU,-37.87895000000000,145.09143000000000,,"Beer, Wine",
G675,348-354 Hawthorn Road,,348-354 Hawthorn Road,,,Caulfield South,Caulfield South,Victoria,VIC,3162,Australia,AU,-37.88754000000000,145.02165000000000,,"Beer, Wine",
G686,1341 Dandenong Road,+61385335800,1341 Dandenong Road,,,Malvern East,Malvern East,Victoria,VIC,3148,Australia,AU,-37.88541944584000,145.08494145470000,,"Beer, Wine",
G674,94/72-82 Princes Drive,+61351315900,94/72-82 Princes Drive,,,Morwell,Morwell,Victoria,VIC,3840,Australia,AU,-38.23697170536000,146.42976932277000,,"Beer, Wine",
G001,1 Vista Parade,+61883271856,1 Vista Parade,,,Seaford Heights,Seaford Heights,South Australia,SA,5169,Australia,AU,-35.19091800000000,138.49460700000000,,,
G002,88 - 94 Lavender Drive,+61882588978,88 - 94 Lavender Drive,,,Parafield Gardens,Parafield Gardens,South Australia,SA,5107,Australia,AU,-34.77514000000000,138.61859500000000,,,
G003,246 Lonsdale Road,+61883878504,246 Lonsdale Road,,,Hallett Cove,Hallett Cove,South Australia,SA,5158,Australia,AU,-35.07808300000000,138.51585000000000,,,
G004,201 Bains Road,+61883250700,201 Bains Road,,,Woodcroft,Woodcroft,South Australia,SA,5162,Australia,AU,-35.11332100000000,138.54643800000000,,,
G006,1244 North East Road,+61882633955,1244 North East Road,,,St Agnes,St Agnes,South Australia,SA,5097,Australia,AU,-34.82178000000000,138.71659400000000,,,
G007,"Cnr Beach Road, Goldsmith Driv",+61881864759,"Cnr Beach Road, Goldsmith Driv",,,Noarlunga,Noarlunga,South Australia,SA,5168,Australia,AU,-35.14353400000000,138.49838300000000,,,
G008,972 - 976 North East Road,+61882630311,972 - 976 North East Road,,,Modbury,Modbury,South Australia,SA,5092,Australia,AU,-34.82995500000000,138.69345000000000,,,
G009,400 Churchill Road,+61883498183,400 Churchill Road,,,Kilburn,Kilburn,South Australia,SA,5084,Australia,AU,-34.86608600000000,138.58151100000000,,,
G010,15 Main Terrace,+61882594000,15 Main Terrace,,,Blakeview,Blakeview,South Australia,SA,5114,Australia,AU,-34.68092300000000,138.70248800000000,,,
G012,575 North East Road,+61882612588,575 North East Road,,,Gilles Plains,Gilles Plains,South Australia,SA,5086,Australia,AU,-34.85601300000000,138.65528000000000,,,
G013,297 Diagonal Road,+61882960822,297 Diagonal Road,,,Oaklands Park,Oaklands Park,South Australia,SA,5046,Australia,AU,-35.01624700000000,138.54227000000000,,,
G014,12 George McCullum Road,+61882542644,12 George McCullum Road,,,Smithfield,Smithfield,South Australia,SA,5114,Australia,AU,-34.68466700000000,138.68969200000000,,,
G015,44 Frederick Road,+61882430816,44 Frederick Road,,,West Lakes,West Lakes,South Australia,SA,5021,Australia,AU,-34.88093200000000,138.50306500000000,,,
G016,1 Tulloch Road,+61885223677,1 Tulloch Road,,,Evanston,Evanston,South Australia,SA,5116,Australia,AU,-34.62075000000000,138.73948400000000,,,
G017,"Cnr Helicon Drive, The Golden",+61882892430,"Cnr Helicon Drive, The Golden",,,Golden Grove,Golden Grove,South Australia,SA,5125,Australia,AU,-34.79203000000000,138.69276000000000,,,
G018,90-108 Sherriffs Road,+61883828242,90-108 Sherriffs Road,,,Morphett Vale,Morphett Vale,South Australia,SA,5162,Australia,AU,-35.10580800000000,138.52037700000000,,,
G019,198 Belair Road,+61883570839,198 Belair Road,,,Hawthorn,Hawthorn,South Australia,SA,5062,Australia,AU,-34.97401200000000,138.60887800000000,,,
G020,2 Butler Boulevard,+61883559347,2 Butler Boulevard,,,Adelaide Airport,Adelaide Airport,South Australia,SA,5950,Australia,AU,-34.93479400000000,138.52332200000000,,,
G021,237 Montague Road,+61883960144,237 Montague Road,,,Ingle Farm,Ingle Farm,South Australia,SA,5098,Australia,AU,-34.83046000000000,138.64857000000000,,,
G022,1 Main South Road,+61885565735,1 Main South Road,,,Aldinga,Aldinga,South Australia,SA,5173,Australia,AU,-35.26687700000000,138.48444300000000,,,
G023,398 Magill Road,+61883327983,398 Magill Road,,,Kensington Park,Kensington Park,South Australia,SA,5068,Australia,AU,-34.91451300000000,138.65744800000000,,,
G028,470 Torrens Road,+61882683091,470 Torrens Road,,,Kilkenny,Kilkenny,South Australia,SA,5009,Australia,AU,-34.87609400000000,138.55061100000000,,,
G031,174 - 178 Gorge Road,+61884157600,174 - 178 Gorge Road,,,Newton,Newton,South Australia,SA,5074,Australia,AU,-34.87614500000000,138.68425600000000,,,
G032,200 - 220 Commercial Road,+61882411457,200 - 220 Commercial Road,,,Port Adelaide,Port Adelaide,South Australia,SA,5015,Australia,AU,-34.84825300000000,138.50575000000000,,,
G034,41 - 49 Park Terrace,+61882856141,41 - 49 Park Terrace,,,Salisbury,Salisbury,South Australia,SA,5108,Australia,AU,-34.76498300000000,138.64529400000000,,,
G035,198 - 200 Main Road,+61882789276,198 - 200 Main Road,,,Blackwood,Blackwood,South Australia,SA,5051,Australia,AU,-35.01640200000000,138.61598500000000,,,
G036,1160 South Road,+61882990395,1160 South Road,,,Clovelly Park,Clovelly Park,South Australia,SA,5042,Australia,AU,-34.99562000000000,138.57440000000000,,,
G037,76 Magill Road,+61881613596,76 Magill Road,,,Norwood,Norwood,South Australia,SA,5067,Australia,AU,-34.91566000000000,138.62800000000000,,,
G038,"Cnr Anzac Highway, Marion Road",+61882933638,"Cnr Anzac Highway, Marion Road",,,Plympton,Plympton,South Australia,SA,5038,Australia,AU,-34.96583200000000,138.55383300000000,,,
G041,3 - 5 Pomona Road,+61882388800,3 - 5 Pomona Road,,,Stirling,Stirling,South Australia,SA,5152,Australia,AU,-35.00278600000000,138.71709700000000,,,
G043,499 - 505 Portrush Road,+61881306300,499 - 505 Portrush Road,,,Glenunga,Glenunga,South Australia,SA,5064,Australia,AU,-34.94761000000000,138.64260000000000,,,
G045,106 Main North Road,+61883493000,106 Main North Road,,,Prospect,Prospect,South Australia,SA,5082,Australia,AU,-34.88989300000000,138.60249600000000,,,
G046,19-29 Glynburn Road,+61883609300,19-29 Glynburn Road,,,Glynde,Glynde,South Australia,SA,5070,Australia,AU,-34.89239000000000,138.65628000000000,,,
G711,440 Curtis Road,+61872858697,440 Curtis Road,,,Munno Para West,Munno Para West,South Australia,SA,5115,Australia,AU,-34.66399000000000,138.66223000000000,,,
G181,123 Takalvan Street,+61741514858,123 Takalvan Street,,,Avoca,Avoca,Queensland,QLD,4670,Australia,AU,-24.88955000000000,152.31849700000000,,,
G182,543 Lutwyche Road,+61733577333,543 Lutwyche Road,,,Lutwyche,Lutwyche,Queensland,QLD,4030,Australia,AU,-27.42207100000000,153.03444200000000,,,
G186,212 Anzac Avenue,+61732834166,212 Anzac Avenue,,,Kippa-Ring,Kippa-Ring,Queensland,QLD,4021,Australia,AU,-27.22688300000000,153.09290900000000,,,
G189,201 Weyba Road,+61754702699,201 Weyba Road,,,Noosaville,Noosaville,Queensland,QLD,4566,Australia,AU,-26.40449600000000,153.07280500000000,,,
G190,630-636 Albany Creek Road,+61732641133,630-636 Albany Creek Road,,,Albany Creek,Albany Creek,Queensland,QLD,4035,Australia,AU,-27.34672200000000,152.97658800000000,,,
G175,17 Glen Affric Street,+61733000555,17 Glen Affric Street,,,The Gap,The Gap,Queensland,QLD,4061,Australia,AU,-27.44625000000000,152.95323900000000,,,
G176,48 North Lakes Drive,+61732045453,48 North Lakes Drive,,,North Lakes,North Lakes,Queensland,QLD,4509,Australia,AU,-27.23912100000000,153.01462000000000,,,
G177,180 Fairfield Road,+61738440091,180 Fairfield Road,,,Fairfield Gardens,Fairfield Gardens,Queensland,QLD,4103,Australia,AU,-27.50846200000000,153.02575000000000,,,
G180,322 Moggill Road,+61738784963,322 Moggill Road,,,Indooroopilly,Indooroopilly,Queensland,QLD,4068,Australia,AU,-27.49913600000000,152.97266800000000,,,
G199,153 Greathead Road,+61741524227,153 Greathead Road,,,Kepnock,Kepnock,Queensland,QLD,4670,Australia,AU,-24.87004200000000,152.38480000000000,,,
G200,577 Settlement Road,+61738511804,577 Settlement Road,,,Keperra,Keperra,Queensland,QLD,4054,Australia,AU,-27.41775700000000,152.94967900000000,,,
G201,12 Bishop Street,+61733523402,12 Bishop Street,,,Kelvin Grove,Kelvin Grove,Queensland,QLD,4059,Australia,AU,-27.44417900000000,153.00784600000000,,,
G192,15 - 27 Goodfellows Road,+61734823891,15 - 27 Goodfellows Road,,,Kallangur,Kallangur,Queensland,QLD,4503,Australia,AU,-27.25222000000000,152.99434200000000,,,
G194,30 Harry Street,+61733666355,30 Harry Street,,,Ashgrove,Ashgrove,Queensland,QLD,4060,Australia,AU,-27.44477200000000,152.99265800000000,,,
G195,171 Dandenong Road,+61733760401,171 Dandenong Road,,,Mount Ommaney,Mount Ommaney,Queensland,QLD,4074,Australia,AU,-27.55017700000000,152.93947300000000,,,
G170,147 King Street,+61754281859,147 King Street,,,Caboolture,Caboolture,Queensland,QLD,4510,Australia,AU,-27.08482000000000,152.94120900000000,,,
G172,300 Old Cleveland Road,+61733971404,300 Old Cleveland Road,,,Coorparoo,Coorparoo,Queensland,QLD,4151,Australia,AU,-27.49442800000000,153.05826900000000,,,
G174,1905 Gympie Road,+61732618070,1905 Gympie Road,,,Bald Hills,Bald Hills,Queensland,QLD,4036,Australia,AU,-27.33485380000000,153.00936070000000,,,
G166,1 North Lakes Drive,+61738863226,1 North Lakes Drive,,,North Lakes,North Lakes,Queensland,QLD,4509,Australia,AU,-27.24291600000000,153.01806800000000,,,
G168,52-54 Boles Street,+61749721076,52-54 Boles Street,,,Gladstone,Gladstone,Queensland,QLD,4680,Australia,AU,-23.85778500000000,151.25279000000000,,,
G169,295 Gympie Road,+61732057390,295 Gympie Road,,,Strathpine,Strathpine,Queensland,QLD,4500,Australia,AU,-27.30622700000000,152.98849900000000,,,
G162,628 Gympie Road,+61733598899,628 Gympie Road,,,Chermside,Chermside,Queensland,QLD,4032,Australia,AU,-27.39172800000000,153.03062500000000,,,
G253,"Cnr Derrimut Road, Heaths Road",+61397316992,"Cnr Derrimut Road, Heaths Road",,,Werribee,Werribee,Victoria,VIC,3030,Australia,AU,-37.87520300000000,144.67963800000000,,"Beer, Wine",
G257,62 - 70 Hesse Street,+61352312411,62 - 70 Hesse Street,,,Colac,Colac,Victoria,VIC,3250,Australia,AU,-38.34189000000000,143.58986000000000,,"Beer, Wine",
G268,41 - 47 Moore Street,+61353524500,41 - 47 Moore Street,,,Ararat,Ararat,Victoria,VIC,3377,Australia,AU,-37.28457598443000,142.93272519604000,,"Beer, Wine",
G295,142 Torquay Road,+61352439188,142 Torquay Road,,,Grovedale,Grovedale,Victoria,VIC,3216,Australia,AU,-38.19334000000000,144.34310000000000,,"Beer, Wine",
G192,15 - 27 Goodfellows Road,+61734823891,15 - 27 Goodfellows Road,,,Kallangur,Kallangur,Queensland,QLD,4503,Australia,AU,-27.25222000000000,152.99434200000000,,,
G194,30 Harry Street,+61733666355,30 Harry Street,,,Ashgrove,Ashgrove,Queensland,QLD,4060,Australia,AU,-27.44477200000000,152.99265800000000,,,
G195,171 Dandenong Road,+61733760401,171 Dandenong Road,,,Mount Ommaney,Mount Ommaney,Queensland,QLD,4074,Australia,AU,-27.55017700000000,152.93947300000000,,,
G212,1145 Wynnum Road,+61733905056,1145 Wynnum Road,,,Cannon Hill,Cannon Hill,Queensland,QLD,4170,Australia,AU,-27.47309100000000,153.09880500000000,,,
G213,119 Point Cartwright Drive,+61754446977,119 Point Cartwright Drive,,,Kawana,Kawana,Queensland,QLD,4575,Australia,AU,-26.70283000000000,153.13191000000000,,,
G214,795 Moggill Road,+61738787024,795 Moggill Road,,,Kenmore,Kenmore,Queensland,QLD,4069,Australia,AU,-27.50606600000000,152.94857080000000,,,
G215,335 Montague Road,+61732553119,335 Montague Road,,,West End,West End,Queensland,QLD,4101,Australia,AU,-27.48222900000000,153.00358300000000,,,
G216,238 Parklands Boulevard,+61754370044,238 Parklands Boulevard,,,Meridan Plains,Meridan Plains,Queensland,QLD,4551,Australia,AU,-26.77241900000000,153.10654900000000,,,
G199,153 Greathead Road,+61741524227,153 Greathead Road,,,Kepnock,Kepnock,Queensland,QLD,4670,Australia,AU,-24.87004200000000,152.38480000000000,,,
G200,577 Settlement Road,+61738511804,577 Settlement Road,,,Keperra,Keperra,Queensland,QLD,4054,Australia,AU,-27.41775700000000,152.94967900000000,,,
G201,12 Bishop Street,+61733523402,12 Bishop Street,,,Kelvin Grove,Kelvin Grove,Queensland,QLD,4059,Australia,AU,-27.44417900000000,153.00784600000000,,,
G207,47 Brighton Road,+61738693454,47 Brighton Road,,,Sandgate,Sandgate,Queensland,QLD,4017,Australia,AU,-27.31878000000000,153.06944700000000,,,
G208,650 Wickham Street,+61736660157,650 Wickham Street,,,Fortitude Valley,Fortitude Valley,Queensland,QLD,4006,Australia,AU,-27.45002200000000,153.04042200000000,,,
G210,166 Monier Road,+61737156698,166 Monier Road,,,Darra,Darra,Queensland,QLD,4076,Australia,AU,-27.55923300000000,152.95065800000000,,,
G211,5 - 11 Patricks Road,+61738511854,5 - 11 Patricks Road,,,Arana Hills,Arana Hills,Queensland,QLD,4054,Australia,AU,-27.39979600000000,152.95798200000000,,,
G202,400 Stafford Road,+61733524211,400 Stafford Road,,,Stafford,Stafford,Queensland,QLD,4053,Australia,AU,-27.41137400000000,153.01236600000000,,,
G203,405 Logan Road,+61733241199,405 Logan Road,,,Stones Corner,Stones Corner,Queensland,QLD,4120,Australia,AU,-27.50025000000000,153.04511300000000,,,
G204,330 Roghan Road,+61736330460,330 Roghan Road,,,Taigum,Taigum,Queensland,QLD,4018,Australia,AU,-27.34148200000000,153.04207800000000,,,
G206,59 Albany Creek Road,+61738627985,59 Albany Creek Road,,,Aspley,Aspley,Queensland,QLD,4034,Australia,AU,-27.36157000000000,153.01354700000000,,,
G096,546 Bridge Street,+61746344881,546 Bridge Street,,,Torrington,Torrington,Queensland,QLD,4350,Australia,AU,-27.53596500000000,151.90461100000000,,,
G097,271 Orange Grove Road,+61732727776,271 Orange Grove Road,,,Salisbury,Salisbury,Queensland,QLD,4107,Australia,AU,-27.55752800000000,153.04094000000000,,,
G099,392 Kingston Road,+61732905955,392 Kingston Road,,,Slacks Creek,Slacks Creek,Queensland,QLD,4127,Australia,AU,-27.64470300000000,153.11992700000000,,,
G100,34 Archibald Street,+61746625209,34 Archibald Street,,,Dalby,Dalby,Queensland,QLD,4405,Australia,AU,-27.18126000000000,151.26349300000000,,,
G101,146 Blunder Road,+61733729488,146 Blunder Road,,,Oxley,Oxley,Queensland,QLD,4075,Australia,AU,-27.57594900000000,152.98255100000000,,,
G102,1154 Creek Road,+61738436140,1154 Creek Road,,,Carindale,Carindale,Queensland,QLD,4152,Australia,AU,-27.50341100000000,153.10104900000000,,,
G103,99 - 103 Broadwater Avenue,+61755301349,99 - 103 Broadwater Avenue,,,Hope Island,Hope Island,Queensland,QLD,4212,Australia,AU,-27.87731600000000,153.36396000000000,,,
G104,11 - 17 Bunker Road,+61738207377,11 - 17 Bunker Road,,,Victoria Point,Victoria Point,Queensland,QLD,4165,Australia,AU,-27.58540600000000,153.27961600000000,,,
G105,9 - 11 Machinery Drive,+61755131820,9 - 11 Machinery Drive,,,Tweed Heads South,Tweed Heads South,New South Wales,NSW,2486,Australia,AU,-28.20290900000000,153.54079700000000,,"Beer, Wine",
G106,102 Pimpama Jacobs Well Road,+61756703962,102 Pimpama Jacobs Well Road,,,Pimpama,Pimpama,Queensland,QLD,4209,Australia,AU,-27.81311900000000,153.29225300000000,,,
G107,22 South Station Road,+61732824282,22 South Station Road,,,Booval,Booval,Queensland,QLD,4304,Australia,AU,-27.61113900000000,152.78979700000000,,,
G108,235 / M3 Forest Lake Boulevard,+61733727435,235 / M3 Forest Lake Boulevard,,,Forest Lake,Forest Lake,Queensland,QLD,4078,Australia,AU,-27.62529300000000,152.96818900000000,,,
G109,1 - 29 Millaroo Drive,+61755617599,1 - 29 Millaroo Drive,,,Helensvale,Helensvale,Queensland,QLD,4212,Australia,AU,-27.92602000000000,153.33661200000000,,,
G110,73 Highfields Road,+61755617599,73 Highfields Road,,,Highfields,Highfields,Queensland,QLD,4352,Australia,AU,-27.45223000000000,151.94332000000000,,,
G111,322-328 Stenner Street,+61746362771,322-328 Stenner Street,,,Kearneys Spring,Kearneys Spring,Queensland,QLD,4350,Australia,AU,-27.59373600000000,151.95131300000000,,,
G112,475 - 481 Warwick Road,+61732888900,475 - 481 Warwick Road,,,Yamanto,Yamanto,Queensland,QLD,4305,Australia,AU,-27.65827400000000,152.74163400000000,,,
G113,163 - 169 Prince Street,+61266423822,163 - 169 Prince Street,,,Grafton,Grafton,New South Wales,NSW,2460,Australia,AU,-29.68629000000000,152.93650700000000,,"Beer, Wine",
G114,16 - 32 Wharf Street,+61755368869,16 - 32 Wharf Street,,,Tweed Heads,Tweed Heads,New South Wales,NSW,2485,Australia,AU,-28.17111300000000,153.54425300000000,,"Beer, Wine",
G115,2 North Creek Road,+61266868233,2 North Creek Road,,,Ballina,Ballina,New South Wales,NSW,2478,Australia,AU,-28.84995600000000,153.55418700000000,,,
G116,3828 Pacific Highway,+61738064800,3828 Pacific Highway,,,Loganholme,Loganholme,Queensland,QLD,4129,Australia,AU,-27.66030800000000,153.17148400000000,,,
G118,253 Pacific Highway,+61266526055,253 Pacific Highway,,,Coffs Harbour,Coffs Harbour,New South Wales,NSW,2450,Australia,AU,-30.28233000000000,153.13037300000000,,"Beer, Wine",
G120,57 Station Street,+61755781088,57 Station Street,,,Nerang,Nerang,Queensland,QLD,4211,Australia,AU,-27.99760300000000,153.33823800000000,,,
G122,1799 Wynnum Road,+61738905188,1799 Wynnum Road,,,Tingalpa,Tingalpa,Queensland,QLD,4173,Australia,AU,-27.46562700000000,153.14203500000000,,,
G123,27 - 49 Browns Plains Road,+61738001944,27 - 49 Browns Plains Road,,,Browns Plains,Browns Plains,Queensland,QLD,4118,Australia,AU,-27.66266400000000,153.04070300000000,,,
G124,3434 Pacific Highway,+61732091488,3434 Pacific Highway,,,Springwood,Springwood,Queensland,QLD,4127,Australia,AU,-27.62851000000000,153.13187400000000,,,
G125,The Terrace,+61732023799,The Terrace,,,North Ipswich,North Ipswich,Queensland,QLD,4305,Australia,AU,-27.60949300000000,152.76080300000000,,,
G127,50 - 58 Bourke Street,+61732996455,50 - 58 Bourke Street,,,Marsden,Marsden,Queensland,QLD,4132,Australia,AU,-27.68059400000000,153.11591400000000,,,
G128,90 City Road,+61738074889,90 City Road,,,Beenleigh,Beenleigh,Queensland,QLD,4207,Australia,AU,-27.71469500000000,153.20252600000000,,,
G129,44 Ballina Road,+61266220811,44 Ballina Road,,,Lismore,Lismore,New South Wales,NSW,2480,Australia,AU,-28.81361100000000,153.27936900000000,,"Beer, Wine",
G131,7 Ballantine Street,+61754621070,7 Ballantine Street,,,Gatton,Gatton,Queensland,QLD,4343,Australia,AU,-27.55718400000000,152.28085500000000,,,
G132,661 Compton Road,+61732732477,661 Compton Road,,,Sunnybank Hills,Sunnybank Hills,Queensland,QLD,4109,Australia,AU,-27.61017700000000,153.05529000000000,,,
G133,155 - 161 Brisbane Street,+61755414881,155 - 161 Brisbane Street,,,Beaudesert,Beaudesert,Queensland,QLD,4285,Australia,AU,-27.98337800000000,152.99644100000000,,,
