store_no,name,division,address_line1,address_line2,suburb,state,postcode,latitude,longitude,phone,is_open,distance,gmt_zone,trading_hours
1550,Sydney Metcentre (Metro),SUPERMARKETS,60 Margaret Street,,Sydney,NSW,2000,-33.864935,151.206521,(02) 8565 9236,False,0.32,11:0,Today: Mon: 0600-2000 | Tomorrow: Tue: 0600-2000 | Wednesday: Wed: 0600-2000 | Thursday: Thu: 0600-2000 | Friday: Fri: 0600-2000 | Saturday: Sat: Closed | Sunday: Sun: Closed | Monday: Mon: 0600-2000
93566,Epping,EG,557 High Street,,Epping,VIC,3076,-37.6546,145.0211,03 9020 9430,False,699.3,11:0,Today: Mon: 0530-2300 | Tomorrow: Tue: 0530-2300 | Wednesday: Wed: 0530-2300 | Thursday: Thu: 0530-2300 | Friday: Fri: 0530-2300 | Saturday: Sat: 0530-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0530-2300
99004,Epping - Cotters Road,EG,35C Cotters Road and Oherns Road,,Epping - Cotters Road,VIC,3076,-37.6345,145.0032,03 7068 9215,True,699.3,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
39600,Eg Ampol Epping,AMPOL,35c-Cotters Rd,,Epping,VIC,3076,-37.63468,145.00324,,True,699.31,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3454,Pacific Epping,SUPERMARKETS,571-583 High St,,Epping,VIC,3076,-37.654409,145.017196,(03) 8432 5216,False,699.57,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
2173,Toowoomba Drayton,SUPERMARKETS,48 Brisbane Street,,Drayton,QLD,4350,-27.60191293,151.9142477,(07) 4613 2819,False,699.66,10:0,Today: Mon: 0800-2100 | Tomorrow: Tue: 0800-2100 | Wednesday: Wed: 0800-2100 | Thursday: Thu: 0800-2100 | Friday: Fri: 0800-2100 | Saturday: Sat: 0800-1800 | Sunday: Sun: 0900-1800 | Monday: Mon: 0800-2100
33208,Ampol Foodary Epping,AMPOL,206-212-Cooper St,,Epping,VIC,3076,-37.650348,145.011926,,True,699.69,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3173,Vermont,SUPERMARKETS,Cnr Stevens And Canterbury Roads,,Vermont,VIC,3133,-37.8372366,145.1841545,(03) 8841 7624,False,699.75,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
39855,Ampol Foodary Wantirna South,AMPOL,1321-High Street,,Wantirna South,VIC,3152,-37.876578,145.22224701,,False,699.76,11:0,Today: Mon: 0700-1900 | Tomorrow: Tue: 0700-1900 | Wednesday: Wed: 0700-1900 | Thursday: Thu: 0700-1900 | Friday: Fri: 0700-1900 | Saturday: Sat: 0700-1900 | Sunday: Sun: 0700-1900 | Monday: Mon: 0700-1900
3235,Blackburn North,SUPERMARKETS,66-104 Springfield Road,,Blackburn North,VIC,3130,-37.8120696,145.15275815,(03) 8841 7627,False,700.26,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
3155,Templestowe,SUPERMARKETS,19/325 Manningham Rd,,Templestowe,VIC,3106,-37.77300648,145.1138197,(03) 8347 6575,False,700.4,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
3317,Doncaster Shopping Town,SUPERMARKETS,"Westfield Doncaster Shopping Town, 619 Doncaster Road",,Doncaster,VIC,3108,-37.78697024,145.1265294,(03) 8347 6605,False,700.43,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
3299,Epsom,SUPERMARKETS,16-40 Howard Street,,Bendigo,VIC,3550,-36.7041015,144.3183746,(03) 5446 5610,False,700.43,11:0,Today: Mon: 0600-2300 | Tomorrow: Tue: 0600-2300 | Wednesday: Wed: 0600-2300 | Thursday: Thu: 0600-2300 | Friday: Fri: 0600-2300 | Saturday: Sat: 0600-2300 | Sunday: Sun: 0600-2300 | Monday: Mon: 0600-2300
93598,Templestowe,EG,323 Manningham Road,,Templestowe,VIC,3107,-37.7732,145.1125,03 4416 3219,True,700.5,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
93420,Epsom,EG,16-40 Howard Street,,Epsom,VIC,3550,-36.7051,144.3175,03 9020 9431,False,700.54,11:0,Today: Mon: 0530-2300 | Tomorrow: Tue: 0530-2300 | Wednesday: Wed: 0530-2300 | Thursday: Thu: 0530-2300 | Friday: Fri: 0530-2300 | Saturday: Sat: 0530-2300 | Sunday: Sun: 0530-2300 | Monday: Mon: 0530-2300
3282,Scoresby,SUPERMARKETS,1385 Ferntree Gully Road,,Scoresby,VIC,3179,-37.898365,145.231605,(03) 8756 2434,False,700.6,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
2516,Kearneys Spring,SUPERMARKETS,445-455 Hume Street,,Toowoomba,QLD,4350,-27.594784,151.951529,(07) 4613 2807,False,700.8,10:0,Today: Mon: 0800-2100 | Tomorrow: Tue: 0800-2100 | Wednesday: Wed: 0800-2100 | Thursday: Thu: 0800-2100 | Friday: Fri: 0800-2100 | Saturday: Sat: 0800-1800 | Sunday: Sun: 0900-1800 | Monday: Mon: 0800-2100
3140,Lalor,SUPERMARKETS,Cnr High And Hurtle Streets,,Lalor,VIC,3075,-37.67232857,145.01473099,(03) 8347 5876,False,700.89,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
33732,Ampol Foodary Rowville,AMPOL,940-Stud Road Cnr Kingsley Close,,Rowville,VIC,3178,-37.907761,145.236443,,False,700.91,11:0,Today: Mon: 0500-2200 | Tomorrow: Tue: 0500-2200 | Wednesday: Wed: 0500-2200 | Thursday: Thu: 0500-2200 | Friday: Fri: 0500-2200 | Saturday: Sat: 0500-2200 | Sunday: Sun: 0500-2200 | Monday: Mon: 0500-2200
93529,Forest Hills,EG,Cnr Glebe & Loomes Sts,,Forest Hills,VIC,3131,-37.8344,145.1637,03 4311 1947,False,700.99,11:0,Today: Mon: 0630-2200 | Tomorrow: Tue: 0630-2200 | Wednesday: Wed: 0630-2200 | Thursday: Thu: 0630-2200 | Friday: Fri: 0630-2200 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0800-2100 | Monday: Mon: 0630-2200
3150,Forest Hill,SUPERMARKETS,270 Canterbury Road,,Forest Hill,VIC,3131,-37.8361435,145.1651722,(03) 8841 7621,False,701,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
2710,Pimpama,SUPERMARKETS,28 Dixon Rd,,Pimpama,QLD,4209,-27.8246693,153.3165371,(07) 5549 6003,False,701.06,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
3118,Polaris (Bundoora),SUPERMARKETS,Cnr Plenty Road and Main Drive,,Bundoora,VIC,3083,-37.7127434,145.0475609,(03) 8347 6643,False,701.15,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
30840,Ampol Foodary Thomastown,AMPOL,Cnr Dalton Rd & Wood St,,Thomastown,VIC,3074,-37.692269,145.025666,,True,701.39,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3172,Beaconsfield,SUPERMARKETS,28 Sylvia Road,,Beaconsfield,VIC,3807,-38.04397076,145.3686808,(03) 8793 3349,False,701.41,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
3354,Craigieburn Highlands,SUPERMARKETS,Cnr Aitkin St & Grand Boulevard,,Craigieburn,VIC,3064,-37.574182,144.920364,(03) 8339 9906,False,701.51,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
93023,Craigieburn,EG,10 Craigieburn Road,,Craigieburn,VIC,3064,-37.5986,144.9408,03 9020 9439,True,701.55,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
30031,Ampol Foodary Romsey,AMPOL,31b-Main St,,Romsey,VIC,3434,-37.357918,144.74343,,False,701.56,11:0,Today: Mon: 0600-2359 | Tomorrow: Tue: 0600-2359 | Wednesday: Wed: 0600-2359 | Thursday: Thu: 0600-2359 | Friday: Fri: 0600-2359 | Saturday: Sat: 0600-2359 | Sunday: Sun: 0600-2359 | Monday: Mon: 0600-2359
3159,Craigieburn Plaza,SUPERMARKETS,"Craigieburn Plaza Shopping Centre, Craigieburn Road West And Hanson Street",,Craigieburn,VIC,3064,-37.59786577,144.9386175,(03) 8339 9903,False,701.66,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
93592,Craigieburn Highlands,EG,300-332 Grand Boulevard (Cnr Hntington Drive),,Craigieburn Highlands,VIC,3064,-37.5751,144.9181,03 9020 9411,True,701.73,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3862,Rosanna,SUPERMARKETS,44 Turnham Avenue,,Rosanna,VIC,3084,-37.74332901,145.067147,(03) 8327 8513,False,701.75,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
93424,Bulleen,EG,15-17 Manningham Rd (Cnr Bulleen Rd),,Bulleen,VIC,3105,-37.7624,145.0839,03 9068 8511,True,701.82,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3167,Berwick,SUPERMARKETS,1-9 Lyall Road,,Berwick,VIC,3806,-38.02950333,145.3468802,(03) 8793 3343,False,701.85,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
3151,Stud Park,SUPERMARKETS,"Stud Park Shopping Centre , Stud Road",,Rowville,VIC,3178,-37.92105194,145.2352709,(03) 8756 2419,False,701.91,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
2135,Logan Village,SUPERMARKETS,12 North St,,Logan Village,QLD,4207,-27.766276,153.108779,(07) 5549 6000,False,701.92,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
3327,Blackburn South,SUPERMARKETS,117-125 Canterbury Road,,Blackburn South,VIC,3130,-37.83147915,145.1473374,(03) 8841 7633,False,701.94,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
2711,Greenbank,SUPERMARKETS,15 Pub Ln,,Greenbank,QLD,4124,-27.73682195,152.9834428,(07) 3826 2532,False,702.12,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
92221,Greenbank,EG,235 Treviot Road (cnr Pub Lane),,Greenbank,QLD,4124,-27.7366,152.9842,07 4082 7498,True,702.16,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
93485,Rowville,EG,1180 Stud Road,,Rowville,VIC,3178,-37.926,145.233,03 5407 3244,True,702.4,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3353,Heidelberg,SUPERMARKETS,451 Lower Heidelberg Road,,Heidelberg,VIC,3084,-37.7586065,145.0687312,(03) 9624 6234,False,702.64,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
93020,Berwick,EG,47 Clyde Road,,Berwick,VIC,3806,-38.039,145.3429,03 5219 3636,True,702.79,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3202,Box Hill,SUPERMARKETS,Cnr Main & Station Street,,Box Hill,VIC,3128,-37.8192514,145.1211627,(03) 8347 5849,False,702.95,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
19263,Eg Ampol Ripley South,AMPOL,775-Ripley Rd,,Ripley South,QLD,4306,-27.6908637,152.7997685,,True,703.1,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3063,Craigieburn Town Centre,SUPERMARKETS,Craigieburn Rd & Aitken Blvd,,Craigieburn,VIC,3064,-37.59432005,144.9153159,(03) 8339 9911,False,703.14,11:0,Today: Mon: 0700-2300 | Tomorrow: Tue: 0700-2300 | Wednesday: Wed: 0700-2300 | Thursday: Thu: 0700-2300 | Friday: Fri: 0700-2300 | Saturday: Sat: 0700-2300 | Sunday: Sun: 0700-2300 | Monday: Mon: 0700-2300
99960,Ripley South,EG,775-785 Ripley Rd,,Ripley South,QLD,4306,-27.6907,152.80233,07 3226 9971,True,703.17,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
92287,Ormeau,EG,(Tenancy 8) 19-21 Peachey Road,,Ormeau,QLD,4208,-27.7865,153.2526,07 3088 8703,True,703.42,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
2727,Ormeau,SUPERMARKETS,19-21 Peachey Road,,Ormeau,QLD,4208,-27.78586,153.2518,(07) 5549 6400,False,703.47,10:0,Today: Mon: 0700-2100 | Tomorrow: Tue: 0700-2100 | Wednesday: Wed: 0700-2100 | Thursday: Thu: 0700-2100 | Friday: Fri: 0700-2100 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0900-1800 | Monday: Mon: 0700-2100
33375,Ampol Foodary Craigieburn Junction,AMPOL,420-Craigieburn Road,,Craigieburn,VIC,3064,-37.5932584,144.9087042,,True,703.55,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3969,Glen,SUPERMARKETS,235 Springvale Rd,,Glen Waverly,VIC,3150,-37.87493434,145.16527544,(03) 8841 7636,False,703.61,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
92290,Range,EG,11-19 James Street,,Range,QLD,4350,-27.5713,151.9769,07 3088 8794,False,703.65,10:0,Today: Mon: 0600-2100 | Tomorrow: Tue: 0600-2100 | Wednesday: Wed: 0600-2100 | Thursday: Thu: 0600-2100 | Friday: Fri: 0600-2100 | Saturday: Sat: 0600-2000 | Sunday: Sun: 0600-2000 | Monday: Mon: 0600-2100
2601,Range (Toowoomba),SUPERMARKETS,11a James Street,,Toowoomba,QLD,4350,-27.5711307,151.9760618,(07) 4613 2813,False,703.66,10:0,Today: Mon: 0800-2100 | Tomorrow: Tue: 0800-2100 | Wednesday: Wed: 0800-2100 | Thursday: Thu: 0800-2100 | Friday: Fri: 0800-2100 | Saturday: Sat: 0800-1800 | Sunday: Sun: 0900-1800 | Monday: Mon: 0800-2100
92526,Toowoomba,EG,629 Ruthven St (Cnr James St),,Toowoomba,QLD,4350,-27.5684,151.9518,07 3088 8796,True,703.72,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
92254,Clifford gardens,EG,"320-322 James Street, Harristown",,Clifford gardens,QLD,4350,-27.5663,151.9318,07 2104 3397,True,703.76,10:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
33621,Ampol Foodary Reservoir High St,AMPOL,931-High St,,Reservoir,VIC,3073,-37.711778,145.008149,,True,703.91,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
33190,Ampol Foodary Reservoir Mahoneys Rd,AMPOL,137-141-Mahoneys Rd Cnr Hughes Pde,,Reservoir,VIC,3073,-37.692854,144.99092701,,False,703.92,11:0,Today: Mon: 0600-2300 | Tomorrow: Tue: 0600-2300 | Wednesday: Wed: 0600-2300 | Thursday: Thu: 0600-2300 | Friday: Fri: 0600-2300 | Saturday: Sat: 0600-2300 | Sunday: Sun: 0600-2300 | Monday: Mon: 0600-2300
2576,Clifford Gardens (Toowoomba),SUPERMARKETS,Cnr Anzac Avenue And James Street,,Toowoomba,QLD,4350,-27.56464154,151.93185178,(07) 4613 2810,False,703.95,10:0,Today: Mon: 0800-2100 | Tomorrow: Tue: 0800-2100 | Wednesday: Wed: 0800-2100 | Thursday: Thu: 0800-2100 | Friday: Fri: 0800-2100 | Saturday: Sat: 0800-1800 | Sunday: Sun: 0900-1800 | Monday: Mon: 0800-2100
93530,Endeavour Hills,EG,Cnr Heatherton Road and Matthew Flinders Ave,,Endeavour Hills,VIC,3802,-37.9762,145.261,03 4311 1998,False,703.95,11:0,Today: Mon: 0600-2200 | Tomorrow: Tue: 0600-2200 | Wednesday: Wed: 0600-2200 | Thursday: Thu: 0600-2200 | Friday: Fri: 0600-2200 | Saturday: Sat: 0730-2100 | Sunday: Sun: 0730-2100 | Monday: Mon: 0600-2200
93564,Glen Waverley,EG,Cnr 676-680 High Street (Cnr Rose Av ),,Glen Waverley,VIC,3150,-37.8736,145.1584,03 4311 1914,False,704,11:0,Today: Mon: 0600-0000 | Tomorrow: Tue: 0600-0000 | Wednesday: Wed: 0600-0000 | Thursday: Thu: 0600-0000 | Friday: Fri: 0600-0000 | Saturday: Sat: 0600-0000 | Sunday: Sun: 0600-0000 | Monday: Mon: 0600-0000
33838,Ampol Foodary Somerton,AMPOL,2-4-Somerton Park Dr,,Campbellfield,VIC,3061,-37.643391,144.945953,,True,704,11:0,Today: Mon: 24 Hours | Tomorrow: Tue: 24 Hours | Wednesday: Wed: 24 Hours | Thursday: Thu: 24 Hours | Friday: Fri: 24 Hours | Saturday: Sat: 24 Hours | Sunday: Sun: 24 Hours | Monday: Mon: 24 Hours
3060,Burwood Brickworks,SUPERMARKETS,"78 Middleborough Road, Burwood East",,Burwood East,VIC,3151,-37.8488682,145.1340425,(03) 9624 6292,False,704.03,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0800-2200 | Monday: Mon: 0700-2200
3113,Fountain Gate,SUPERMARKETS,Fountain Gate Shopping Centre - 22-55 Overland Drive,,Narre Warren,VIC,3805,-38.0168761,145.3006827,(03) 8793 3328,False,704.09,11:0,Today: Mon: 0800-2100 | Tomorrow: Tue: 0800-2100 | Wednesday: Wed: 0800-2100 | Thursday: Thu: 0800-2100 | Friday: Fri: 0800-2100 | Saturday: Sat: 0800-2100 | Sunday: Sun: 0800-2100 | Monday: Mon: 0800-2100
3168,Endeavour Hills,SUPERMARKETS,"Endeavour Hills Shopping Centre, Cnr Heatherton Road & Matthew Flinders Dr",,Endeavour Hills,VIC,3802,-37.97644626,145.25921909,(03) 8793 3346,False,704.09,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
3292,Northland (East Preston),SUPERMARKETS,"Northland Shopping Centre, 50 Murray Road",,East Preston,VIC,3072,-37.7381551,145.0288954,(03) 8347 6602,False,704.14,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2100 | Sunday: Sun: 0700-2100 | Monday: Mon: 0700-2200
3146,Wheelers Hill,SUPERMARKETS,"Wheelers Hill Shopping Centre, 190-200 Jells Road",,Wheelers Hill,VIC,3150,-37.9096955,145.1897631,(03) 8551 8765,False,704.27,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
3209,Burwood East,SUPERMARKETS,42-50 Burwood Highway,,Burwood East,VIC,3151,-37.852758,145.134238,(03) 8347 5852,False,704.28,11:0,Today: Mon: 0700-2200 | Tomorrow: Tue: 0700-2200 | Wednesday: Wed: 0700-2200 | Thursday: Thu: 0700-2200 | Friday: Fri: 0700-2200 | Saturday: Sat: 0700-2200 | Sunday: Sun: 0700-2200 | Monday: Mon: 0700-2200
37350,Ampol Foodary Narre Warren,AMPOL,Lot 2-Brechin Dr Cnr Princes Hwy,,Narre Warren,VIC,3805,-38.021598,145.30166,,False,704.35,11:0,Today: Mon: 0500-2200 | Tomorrow: Tue: 0500-2200 | Wednesday: Wed: 0500-2200 | Thursday: Thu: 0500-2200 | Friday: Fri: 0500-2200 | Saturday: Sat: 0500-2200 | Sunday: Sun: 0500-2200 | Monday: Mon: 0500-2200
